customer_code,customer_name,customer_group,email
C00583,FAIRLANE HOTEL,OTHER,ADAM@FAIRLANEHOTEL.COM
C00584,MOORINGS CLUB - HAWKS NEST,OTHER,SARENDAS@THEMOORINGSCLUB.COM
C00585,CUTTERS CIGAR & SPIRITS,OTHER,IDELATORRES92@GMAIL.COM
C00586,NOBU HOTEL AT EDEN ROC,OTHER,
C00587,HOTEL YOUNTVILLE,OTHER,MARITSAVICTORIAN@REMINGTONHOTELS.COM
C00588,MISSONI BAIA,KW PROPERTIES,CCAMARGO@KWPMC.COM
C00589,SRI--- SEAGRASS VILLAGE OF DAPHNE,SRI,HOLLY.STEWART@SEAGRASSVILLAGEDAPHNE.COM
C00590,5252 PASEO,FSR,MANAGER@5252PASEO.NET
C00591,SAFARI HOSPITALITY,OTHER,TALAUNA@SAFARIHOSPITALITY.COM
C00592,AURORA ANGUILLA RESORT & GOLF CLUB,OTHER,NKUMAR@AURORAANGUILLA.COM
C00593,UMIAMI- BASCOM PALMER OPHTHALMIC PB,U OF M GROUP,sam542@med.miami.edu
C00594,UMIAMI- BASCOM PALMER CLINICAL PROGRAM,U OF M GROUP,EPRIMUS@MED.MIAMI.EDU
C00595,UMIAMI-UHEALTH SYLVESTER,U OF M GROUP,C.IRELAND@MED.MIAMI.EDU
C00596,CARIBBEAN RESORT & SUITES,OTHER,LFLORES@FLORESCORP.NET
C00597,CHG - GRADUATE PALO ALTO,COLLEGIATE HOSPITALITY,NANCY.ESCALONA@HILTON.COM
C00598,RIVERS CASINO - PITTSBURGH,OTHER,ASTEWART@RUSHST.COM
C00599,HILTON - LOS ANGELES,HILTON,PATRICK.CALLINAN@SUNHILLPROP.COM
C00600,BATH & TENNIS CLUB,OTHER,SCOTT@BATHANDTENNISCLUB.COM
C00601,HOTEL TAMPA RIVERWALK,OTHER,KEITH.MARR@SCHULTEHOSPITALITY.COM
C00602,TAGHLEEF INDUSTRIES INC,OTHER,JACKIE.BECKER@TI-FILMS.COM
C00603,SRI--- THE CANOPY AT DUVAL STATION,SRI,LESLIE.NOSTRANT@THECANOPYATDUVALSTATION.COM
C00604,MDPD - INTRACOASTAL DISCTRICT STATION,OTHER,U304276@MDPD.COM
C00605,BARDESSONO HOTEL & SPA,OTHER,MARITSAVICTORIAN@REMINGTONHOTELS.COM
C00606,MAJESTIC TOWERS,OTHER,NHERMIDA@CASTLEGROUP.COM
C00607,MR. HOSPITALITY,OTHER,
C00608,MARRIOTT STANTON SOUTH BEACH,MARRIOTT,ANA.GOMEZ@MARRIOTT.COM
C00609,RESIDENCE INN BY MARRIOTT - SHREVEPORT,MARRIOTT,TELLIS.SHVRI@GMAIL.COM
C00610,DIVI LITTLE BAY BEACH RESORT,OTHER,LA-REINE.PINARD@DIVIRESORTS.COM
C00611,ADS TECHNOLOGY,OTHER,SERGIO@ADSTECHSYSTEMS.COM
C00612,NED NOMAD,OTHER,PAULINA.PADILLA@THENED.COM
C00613,FOUR SEASONS ANGUILLA,OTHER,LIZBETH.LUNA@FOURSEASONS.COM
C00614,CARLYLE PROPERTY MANAGEMENT,OTHER,LORTIZ@CCCNYC.COM
C00615,LOEWS REGENCY NEW YORK,LOEWS HOTELS,MCARTER@LOEWSHOTELS.COM
C00616,LOUTREL HOTEL,OTHER,CGIROUX@THELOUTREL.COM
C00617,HILTON - GALLERYONE,HILTON,RAFAEL.BENITEZ@HILTON.COM
C00618,INN AT HARBOR SHORES,OTHER,BCOHEN@INNATHARBORSHORES.COM
C00619,S&SZ PARKING,OTHER,SOLOMONSHIF36@GMAIL.COM
C00620,RITTENHOUSE HOTEL,OTHER,AMARTIN@RITTENHOUSEHOTEL.COM
C00621,"CHAVIANO LAW FIRM, P.A.",OTHER,ROSALY@CHAVIANOLAW.COM
C00622,HYATT REGENCY GRAND CYPRESS RESORT,HYATT,JOSEPH.ABRIHAM@HYATT.COM
C00623,UMIAMI-UHEALTH IT SUPPORT,U OF M GROUP,TJONES@MIAMI.EDU
C00624,DEC PARKING,OTHER,INFO@DECPARKING.COM
C00625,SILVERSANDS GRENADA,OTHER,PBROWN@SILVERSANDSGRENADA.COM
C00626,RIVERS CASINO - PHILADELPHIA,OTHER,MDEPIETRO@RUSHST.COM
C00627,HILTON - TAMPA DOWNTOWN,HILTON,LUBOS.SARISSKY@HILTON.COM
C00628,MARQUIS DE LAFAYETTE,OTHER,JMORANO@MARQUISCAPEMAY.COM
C00629,VISION AUTO TRANSPORT,OTHER,JULIANSCOTT@VISIONAUTOTRANSPORT.COM
C00630,YALE CLUB - NYC,OTHER,RFONFRIAS@YALECLUBNYC.ORG
C00631,WABEEK COUNTRY CLUB,OTHER,JONATHAN@WABEEKCC.COM
C00632,WAYNESVILLE INN & GC,OTHER,
C00633,SEVEN SEBRING RACEWAY HOTEL,OTHER,PINDRAWATI@SEVENSEBRINGHOTEL.COM
C00634,OCEANS EDGE KEY WEST,OTHER,KRODRIGUEZ@OCEANSEDGEKEYWEST.COM
C00635,SURF & SAND LAGUNA BEACH,OTHER,JCERNAK@JCRESORTS.COM
C00636,UMIAMI- BASCOM PALMER EDUCATION,U OF M GROUP,D.MENENDEZ3@MED.MIAMI.EDU
C00637,VIS-FLOW,OTHER,SHARON.BLACK@VIS-FLOW.COM
C00638,OCEANA BAL HARBOUR RESTAURANT,OTHER,MARIANA@TOSCANADIVINO.COM
C00639,GASPARILLA INN & CLUB,OTHER,THESTER@GASPARILLAINN.COM
C00640,ONE PARTICULAR HARBOUR - NASSAU,OTHER,LORENZO.BARIGELLI@MARGARITAVILLERESORTNASSAU.COM
C00641,EPICUREAN ATLANTA,OTHER,DDRIEF@MAINSAILHOTELS.COM
C00642,STATE HILL CRAFT COCKTAILS & KITCHEN,OTHER,LYDAJCOLE@GMAIL.COM
C00643,UMIAMI- BASCOM PALMER AMBULATORY,U OF M GROUP,EXJ358@MED.MIAMI.EDU
C00644,"RITZ-CARLTON, TURKS & CAICOS",RITZ-CARLTON,STANWICK.BLOEM@RITZCARLTON.COM
C00645,UMIAMI- BASCOM PALMER PHARMACY,U OF M GROUP,IPONCE@MED.MIAMI.EDU
C00646,CLEANING ELEVATED,OTHER,SCOTT@CEBMFL.COM
C00647,RANSOM EVERGLADES HIGH SCHOOL,OTHER,NMURRAY1280@GMAIL.COM
C00648,SIAN OCEAN RESIDENCES,KW PROPERTIES,AREYNOSO@KWPMC.COM
C00649,COLUMBIA DOCTORS,OTHER,LU16@CUMC.COLUMBIA.EDU
C00650,THE LOREN HOTEL AT PINK BEACH,OTHER,ANDRE@THELORENHOTEL.COM
C00651,DUPONT CIRCLE HOTEL,OTHER,NITIN_TITUS@DOYLECOLLECTION.COM
C00652,CROLLINS CONSTRUCTION,OTHER,ANDY.CARBALLO@SOUTHBEACHGROUP.COM
C00653,DNC CLEANING SERVICES,OTHER,DNC.CLEANING.SERVICES1@GMAIL.COM
C00654,GRAND HOTEL RESORT & SPA,OTHER,JOSHUA.GAMMON@GRAND1847.COM
C00655,PROVIDENCE LITTLE COMPANY OF MARY,OTHER,SEAN.SOUL@PROVIDENCE.ORG
C00656,WESTERN STATE HOSPITAL,OTHER,PAOLA.GONZALEZ@DSHS.WA.GOV
C00657,HANOVER INN DARTMOUTH,OTHER,DGRISWOLD@PYRAMIDGLOBAL.COM
C00658,"SEASONS FARM FRESH, INC.",OTHER,GABE@SEASONSFARMFRESH.COM
C00659,JASPER HOTEL,OTHER,KBRISCH@JASPERFARGO.COM
C00660,WINDOWS CATERING,OTHER,NHADDOCK@CATERING.COM
C00661,PIVOT PARKING,OTHER,FCANO@PIVOTPARKING.COM
C00662,SRI--- HARPER STATION GAINESVILLE,SRI,JENNA.VENTURA@HARPERSTATIONGAINESVILLE.COM
C00663,EMBASSY SUITES TAMPA DOWNTOWN,HILTON,EHUD.BEN-ARI@HILTON.COM
C00664,FLYEXCLUSIVE,OTHER,SUSAN.MALEY@FLYEXCLUSIVE.COM
C00665,HAMILTON HOTEL,OTHER,KMUGRIDGE@HAMILTONHOTELDC.COM
C00666,NEO VERTIKA,OTHER,STOLOSA@MIAMIMANAGEMENT.COM
C00667,UMIAMI-UHEALTH SURGICAL,U OF M GROUP,MSGUANCHE@HOTMAIL.COM
C00668,AVRA GROUP,OTHER,MISHA.STOJANOVIC@THEAVRAGROUP.COM
C00669,"300 BISCAYNE BLVD WAY CONDOMINIUM ASSOCIATION, INC",OTHER,nvaschetti@300biscaynehoa.com
C00670,HOTEL CARMICHAEL,OTHER,KWYLIE@HOTELCARMICHAEL.COM
C00671,DEADWOOD MOUNTAIN GRAND,OTHER,GTOEPFER@DMGRAND.COM
C00672,ACCRA BEACH HOTEL & SPA,OTHER,ABUNASAR.SIDDIQUI@ACCRABEACHHOTEL.COM
C00673,SUVICHE HOSPITALITY GROUP,OTHER,MARIAL@SUVICHE.COM
C00674,ORBIT PEST CONTROL,OTHER,ORBITPESTCONTROL@GMAIL.COM
C00675,DULCE DE LECHE BAKERY,OTHER,MARIANA@DULCEDELECHEBAKERY.COM
C00676,NAPLES BAY RESORT & MARINA,OTHER,JWESTLEY@NAPLESBAYRESORT.COM
C00677,LOEWS - LIVE! BY LOEWS,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00678,GROVE GALLERY & INTERIORS,OTHER,OM@GROVEGALLERYINTERIORS.COM
C00679,ST. LUCIA TOURISM AUTHORITY,OTHER,NJOSEPHBYRON@STLUCIA.ORG
C00680,UNION STATION NASHVILLE YARDS,OTHER,BRYAN.CROY@THEUNIONSTATIONNASHVILLEYARDS.COM
C00681,SHORE CLUB TURKS & CAICOS,OTHER,KERRY.HENDRICKSON@THESHORECLUBTC.COM
C00682,TREASURE CAY SERVICES,OTHER,JANIN@TREASURECAY.COM
C00683,HILTON - BARBADOS RESORT,HILTON,JULIAN.BOYCE@HILTON.COM
C00684,PALMS TURKS AND CAICOS,OTHER,SPAMANAGER@THEPALMSTC.COM
C00685,OCEAN CLUB RESORT,OTHER,KELISA@OCEANCLUBRESORTS.COM
C00686,MILLS HOUSE,OTHER,IBACIU@MILLSHOUSE.COM
C00687,THE PALMS HOTEL & SPA,OTHER,MPARES@THEPALMSHOTEL.COM
C00688,BLUE STAR EQUESTRIAN,OTHER,NNEIDL@BLUESTAREQ.COM
C00689,MOUNT SAINT MARY'S UNIVERSITY,OTHER,CGATOLOAI@MSMU.EDU
C00690,HILTON - GRAND VACATIONS,HILTON,MARK.MARCINIAK@HGV.COM
C00691,PALMER HOUSE HILTON,OTHER,DANIEL.MCEVOY@HILTON.COM
C00692,GABLES WATERWAY TOWERS,FSR,OFFICE@GABLESWATERWAYTOWERS.NET
C00693,RSR SENIOR RESIDENCES,OTHER,GROQUE@REIGNSR.COM
C00694,STONE BROKERS OF AMERICA,OTHER,STONEBROKR@AOL.COM
C00695,PINE CAY TURKS & CAICOS,OTHER,AGM@PINECAY.COM
C00696,ISRAEL EQUESTRIAN FEDERATION,OTHER,ALPDIN@INTER.NET.IL
C00697,MONTAGE HEALDSBURG,MONTAGE,CARLY.SNYDER@MONTAGE.COM
C00698,KIMPTON SEAFIRE RESORT & SPA,OTHER,IMRE.MARACZI@SEAFIRERESORTANDSPA.COM
C00699,HILTON - ARUBA,HILTON,RUFAT.GEERMAN@HILTON.COM
C00700,LOEWS MINNEAPOLIS,LOEWS HOTELS,SABRINA.STEWART@LOEWSHOTELS.COM
C00701,STRATEGIC PROPERTY HOLDING LTD.,OTHER,DAN.MCDERMOTT@AIMBRIDGE.COM
C00702,HYATT REGENCY COCONUT POINT RESORT & SPA,HYATT,MEGAN.BYRD1@HYATT.COM
C00703,UMIAMI- BASCOM PALMER VIRTUAL EYE CARE,U OF M GROUP,DMC636@MED.MIAMI.EDU
C00704,SUNSHINE VALET,OTHER,ROBERT@SUNSHINEVALET.COM
C00705,SAN PELLEGRINO,OTHER,OLGAMEGRABIEN@GMAIL.COM
C00706,WYNDHAM GRAND BARBADOS,OTHER,JACKBELL0@GMAIL.COM
C00707,GLOBAL AMBASSADOR,OTHER,
C00708,MONTAGE BIG SKY,MONTAGE,DANIELLE.SMITH@MONTAGE.COM
C00709,FOUR SEASONS SURF CLUB,OTHER,TYLER.PASCUZZO@FOURSEASONS.COM
C00710,ISLAMORADA RESORT COLLECTION,OTHER,MSKALETSKY@ISLAMORADARESORTCOLLECTION.COM
C00711,ICON PARKING,OTHER,MPVANEGAS10@GMAIL.COM
C00712,DOLCE BY WYNDHAM HOLLYWOOD,OTHER,GRAVESS@GFHOTELS.COM
C00713,MCCALLUM THEATRE,OTHER,MWILSON@MCCALLUM-THEATRE.ORG
C00714,UMIAMI-UHEALTH HOSPITAL MEDICINE,U OF M GROUP,GJIMENEZ3@MED.MIAMI.EDU
C00715,SAMSIC AIRPORT,OTHER,V.SONI@SAMSIC.AERO
C00716,WYNDHAM DEERFIELD BEACH RESORT,OTHER,ANATHANSON@WYNDHAMDEERFIELD.COM
C00717,ISLAND POOL LIMITED,OTHER,POOLMAN676@YAHOO.COM
C00718,AJC SECURITY SERVICES,OTHER,ANDY_CARBALLO@AOL.COM
C00719,BAHA MAR NASSAU,OTHER,DARCEL.WILLIAMS@BAHAMAR.COM
C00720,PARS-S,OTHER,LROBINSON@PARS-S.COM
C00721,ARI FINANCIAL GROUP,OTHER,NICOLLE@ARI-FG.COM
C00722,HARBOURVIEW INN CHARLESTON,OTHER,JHORBAL@HARBOURVIEWCHARLESTON.COM
C00723,UMIAMI-INTERVENTIONAL RADIOLOGY,U OF M GROUP,JUDY.AREVALO@MED.MIAMI.EDU
C00724,ABBEY RESORT,OTHER,ROHR@THEABBEYRESORT.COM
C00725,ANIMAL HEALTH WELLNESS,OTHER,MARITZA@ANIMALHEALTHWELLNESS.COM
C00726,ARDENT & CO.,OTHER,ZUNY@MEGANAMANAGEMENT.COM
C00727,BERMUDA HOTEL ASSOCIATION,OTHER,
C00728,CASCADE HOTEL,OTHER,JOHNMCCOPPIN@YAHOO.COM
C00729,CURIOUS CORK,OTHER,JEFFWILKOWSKI@CURIOUSCORKWINE.COM
C00730,DOUBLETREE BRECKENRIDGE,HILTON,BLAKE.REECE@HILTON.COM
C00731,DUNE,OTHER,STEVEN.ZUPKO@DUNEBYLT.COM
C00732,EMBASSY SUITES TUSCALOOSA DOWNTOWN,OTHER,DEE.RICHARDSON2@HILTON.COM
C00733,EMERALD GRANDE AT HARBOR WALK VILLAGE,OTHER,ESMITH@EMERALDGRANDE.COM
C00734,FLY BERMUDAIR,OTHER,MELANIE.SMITH@FLYBERMUDAIR.COM
C00735,FOUR SEASONS BAHAMAS OCEAN CLUB,OTHER,OLIVIA.MAHIDASHTI@FOURSEASONS.COM
C00736,GRAND CAYMAN MARRIOTT RESORT,MARRIOTT,YOGESH.NARVEKAR@MARRIOTT.COM
C00737,GRAND HARBOR,OTHER,SALIMA@GRANDHARBOR.COM
C00738,HILTON - HOTEL FLOR,HILTON,CRIVERA@HOTELFLORTAMPA.COM
C00739,HOLIDAY INN MIAMI BEACH,OTHER,HIADICICCO@CGHCORP.COM
C00740,HYATT REGENCY SCOTTSDALE,OTHER,ANTHONY.FANELLA@HYATT.COM
C00741,LASALLE HOTEL,OTHER,
C00742,LAKE NONA WAVE HOTEL,OTHER,
C00743,LAKEWAY RESORT & SPA,OTHER,TATEHARRIS@REMINGTONHOTELS.COM
C00744,LOEWS ARLINGTON HOTEL,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00745,LOEWS ROYAL PACIFIC,LOEWS HOTELS,MOLLY.EVANS@LOEWSHOTELS.COM
C00746,LOEWS SAPPHIRE FALLS,LOEWS HOTELS,MADELINE.MARTIN@LOEWSHOTELS.COM
C00747,PEARL HOTEL,OTHER,KYLE.DAVIS@STJOE.COM
C00748,PELICAN GRAND BEACH RESORT,OTHER,TPIERRE@NOBLEHOUSEHOTELS.COM
C00749,PIER 5,OTHER,MFABIO@BREAKWATERHG.COM
C00750,PUFF N STUFF,OTHER,
C00751,RESTORATION HARDWARE,OTHER,BNOVIELLI@RH.COM
C00752,RITZ-CARLTON RESIDENCES MIAMI,OTHER,NATHALIE.RADER@RITZCARLTON.COM
C00753,ROARING FORK CLUB,OTHER,MPLANT@RFCLUB.COM
C00754,SANDS OF KEY BISCAYNE,KW PROPERTIES,ASSTMANAGER@THESANDSOFKEYBISCAYNE.US
C00755,SILVERTON CASINO,OTHER,AUTUMN.SILVA@SILVERTONCASINO.COM
C00756,SOUTH FLORIDA FREE DIVERS,OTHER,MDOBAL@BELLSOUTH.NET
C00757,SOUTHERN CROSS CLUB,OTHER,GM@SOUTHERNCROSSCLUB.COM
C00758,SRHOTEL-PADDLETAIL LODGE,SRI,DAVID.DAYTON@SRHOTELMGT.COM
C00759,THE NINES HOTEL,OTHER,KRISTEN.CARLSON@THENINES.COM
C00760,WESTRAC LTD,OTHER,SILVIAHERNANDEZ@WESTRACBELIZE.COM
C00761,WINTERHAVEN HOTEL,OTHER,HORACIO.CALLAGGIO@HHMHOTELS.COM
C00762,WORLD CLASS SHUTTLE,OTHER,ADMIN@WORLDCLASSPARKING.NET
C00763,WYMARA RESORT,OTHER,SRINCON@WYMARARESORTANDVILLAS.COM
C00764,PARK GROVE - ONE,KW PROPERTIES,YMOREJON@KWPMC.COM
C00765,"TWO PARK GROVE CONDOMINIUM ASSOCIATION, INC.",KW PROPERTIES,YMOREJON@KWPMC.COM
C00766,PARK GROVE - CLUB RESIDENCES,KW PROPERTIES,YMOREJON@KWPMC.COM
C00767,REIMAGINED PARKING - REPUBLIC PARKING,REIMAGINED PARKING,ISAIAH.ERVIN@REIMAGINEDPARKING.COM
C00768,REIMAGINED PARKING - AMERIPARK,REIMAGINED PARKING,INVOICES@REIMAGINEDPARKING.COUPAHOST.COM
C00769,REIMAGINED PARKING - IMPARK HEALTH,OTHER,INVOICES@REIMAGINEDPARKING.COUPAHOST.COM
C00770,REIMAGINED PARKING - LANIER PARKING,REIMAGINED PARKING,INVOICES@REIMAGINEDPARKING.COUPAHOST.COM
C00771,COLLEGIATE HOSPITALITY,COLLEGIATE HOSPITALITY,
C00772,UNIFIED PARKING PARTNERS,OTHER,
C00773,CORAL SANDS HARBOR ISLAND,OTHER,
C00774,LOEWS - UNIVERSAL HELIOS,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00775,LOEWS - UNIVERSAL STELLA NOVA RESORT,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00776,LOEWS - UNIVERSAL TERRA LUNA RESORT,LOEWS HOTELS,MARGARETHE.JAVELLANA@LOEWSHOTELS.COM
C00777,FOUR SEASONS HOTEL MIAMI,FOUR SEASONS,
C00778,BEST WESTERN - GREAT NORTHERN HOTEL,OTHER,MARTI@GNHOTELHELENA.COM
C00779,HALO INSURANCE,OTHER,acornelio@halo-ins.com
C00780,NAVY GATEWAY INN AND SUITES,OTHER,
C00781,PURSELL FARMS,OTHER,
C00782,SUNDAYS CROISSANTERIE,OTHER,
C00783,SAN CARLOS HOTEL,OTHER,
C00784,SUSHI MAKI,OTHER,
C00785,THOR URBANA - ALLSOURCE EXPORT,OTHER,
C00786,900 BISCAYNE BAY,KW PROPERTIES,
C00787,AC HOTEL MISSOULA DOWNTOWN,OTHER,
C00788,ALBANY BAHAMAS,OTHER,
C00789,ARIA ON THE BAY,OTHER,
C00790,CANOUAN ESTATE RESORT,OTHER,
C00791,CHG - GRADUATE PRINCETON,COLLEGIATE HOSPITALITY,MARK.STANTON@GRADUATEPRINCETON.COM
C00792,COLONY SQUARE PROPERTY MANAGEMENT,OTHER,
C00793,EAST COAST VALET,OTHER,
C00794,FRESCO Y MAS,FRESCO Y MAS,
C00795,FRESCO Y MAS #201,FRESCO Y MAS,
C00796,FRESCO Y MAS #237,FRESCO Y MAS,
C00797,FRESCO Y MAS #243,FRESCO Y MAS,
C00798,FRESCO Y MAS #283,FRESCO Y MAS,
C00799,FRESCO Y MAS #287,FRESCO Y MAS,
C00800,FRESCO Y MAS #384,FRESCO Y MAS,
C00801,FRESCO Y MAS #385,FRESCO Y MAS,
C00802,FRESCO Y MAS #745,FRESCO Y MAS,
C00803,JUMBY BAY ISLAND COMPANY,OTHER,
C00804,"LODGE AT BLUE SKY, AN AUBERGE RESORT",OTHER,
C00805,LUMINARY HOTEL,MARRIOTT,JLARSON@MAINSAILHOTELS.COM
C00806,MEI CONDO,OTHER,ASSISTANT@MEIMGMT.COM
C00807,PREMIUM PARKING,OTHER,
C00808,SBG - TACO TACO SOUTH BEACH,OTHER,
C00809,SCHULTE- MEMOIR WEDGEWOOD HOUSTON,OTHER,
C00810,SCHULTE- MEMOIR BUCKMAN,OTHER,
C00811,SEAGATE HOTEL & SPA,OTHER,
C00812,SHUTTER BROTHERS LLC,OTHER,
C00813,STRATTON AMENTITIES,OTHER,
C00814,TERRA GROUP,OTHER,
C00815,UMIAMI- BASCOM PALMER PREADMISSION,OTHER,
C00816,UMIAMI-UHEALTH IT DEPT,OTHER,
C00817,UMIAMI-UHEALTH TELECOMMUNICATION,OTHER,
C00818,UMIAMI-UHEALTH VASCULAR LAB,U OF M GROUP,LGUZMAN4@MED.MIAMI.EDU
C00819,WATERSTONE RESORT & MARINA BOCA,OTHER,
C00820,WENZELL VOYAGES & TRAVEL,OTHER,PETER.WENZELL@WENZELLFISHERHG.COM
C00821,ALFOND INN,OTHER,RNYFELER@THEALFONDINN.COM
C00822,HOTEL GRANDUCA,OTHER,LORRAINE.BEEZLEY@GRANDUCAHOUSTON.COM
C00823,UNTWINE MARINA LLC,OTHER,CARLOSLARA@UNTWINEMARINA.COM
C00824,WALDORF ASTORIA ORLANDO,OTHER,
C00826,RESIDENCES AT VIZCAYA CONDOMINIUM ASSOC,KW PROPERTIES,YPINON@KWPMC.COM
C00827,KEETER CENTER,OTHER,SSMITH@COFO.EDU
C00828,HOTEL YELLOWSTONE,OTHER,ACCOUNTING@HOTELYELLOWSTONEJH.COM
C00829,NORTHERN HOTEL,OTHER,SARAH.NELSON@NORTHERNHOTEL.COM
C00830,SPECIALTY RESTAURANT GROUP,OTHER,
C00831,COLUMBIA UNIVERSITY MC- PRESBYTERIAN HOSPITAL,OTHER,AAA2167@CUMC.COLUMBIA.EDU
C00833,TISHMAN SPEYER-222 2ND,OTHER,JCOLLETTE@TISHMANSPEYER.COM
C00834,LEXINGTON BY HOTEL RL,OTHER,SARISTA@CGHCORP.COM
C00835,LAZ PARKING - MIAMI,OTHER,
C00836,LAZ PARKING - COLORADO,OTHER,
C00837,LATITUDE MARINAS,OTHER,
C00838,COMPASS GROUP CHARTWELLS RENO,CHARTWELLS,Jonathan.Marks@compass-usa.com
C00839,MR. C RESIDENCES COCONUT GROVE,OTHER,
C00840,SODEXO LIVE! - MBCC,OTHER,
C00841,HOTEL EFFIE SANDESTIN,OTHER,
C00842,FRESCO Y MAS #388,FRESCO Y MAS,CSM-0388@FRESCOYMAS.COM
C00843,FRESCO Y MAS #2450,FRESCO Y MAS,CSM-2450@FRESCOYMAS.COM
C00844,ROOTS AND ROOTS,OTHER,PEDRO@ROOTSANDROOTS.NET
C00845,FRESCO Y MAS #252,FRESCO Y MAS,
C00846,ENZO & LUCIA,OTHER,CARDELLIFAMILY@YAHOO.COM
C00847,"BELLE TOWERS CONDOMINIUM, INC",KW PROPERTIES,VSALAZAR@KWPMC.COM
C00848,DELRAY BEACH CLUB,OTHER,TBRADBURY@THEDELRAYBEACHCLUB.COM
C00849,FRESCO Y MAS #235,FRESCO Y MAS,MGR-01-0235@FRESCOYMAS.COM
C00850,FRESCO Y MAS #292,FRESCO Y MAS,MGR1-0292@FRESCOYMAS.COM
C00851,FRESCO Y MAS #359,FRESCO Y MAS,MGR1-0359@FRESCOYMAS.COM
C00852,TISHMAN SPEYER -MISSION ROCK,OTHER,JRUSH@TISHMANSPEYER.COM
C00853,FRESCO Y MAS #366,CHARTWELLS,
C00854,THE MANCHESTER,OTHER,JEARL@THEMANCHESTERKY.COM
C00855,FRESCO Y MAS #242,FRESCO Y MAS,mgr1-242@frescoymas.com
C00856,BRASSTOWN VALLEY RESORT & SPA,OTHER,KPATTERSON@BRASSTOWNVALLEY.COM
C00857,FRESCO Y MAS #270,FRESCO Y MAS,MGR1-0270@FRESCOYMAS.COM
C00858,FRESCO Y MAS #387,FRESCO Y MAS,MGR1-0387@FRESCOYMAS.COM
C00859,FRESCO Y MAS #2249,FRESCO Y MAS,MGR1-2249@FRESCOYMAS.COM
C00860,FRESCO Y MAS #274,FRESCO Y MAS,MGR1-0274@FRESCORETAIL.COM
C00861,FRESCO Y MAS #304,FRESCO Y MAS,MGR1-0304@FRESCOYMAS.COM
C00862,FRESCO Y MAS #361,FRESCO Y MAS,MGR1-0361@FRESCOYMAS.COM
C00863,FRESCO Y MAS #697,FRESCO Y MAS,MGR1-0697@FRESCOYMAS.COM
C00864,FRESCO Y MAS #286,FRESCO Y MAS,MGR1-0286@FRESCOYMAS.COM
C00865,FRESCO Y MAS #239,FRESCO Y MAS,MGR1-0239@FRESCOYMAS.COM
C00866,FRESCO Y MAS #1717,FRESCO Y MAS,MGR1-1717@FRESCOYMAS.COM
C00867,FRESCO Y MAS #353,FRESCO Y MAS,MGR1-0353@FRESCOYMAS.COM
C00868,FRESCO Y MAS #231,FRESCO Y MAS,MGR1-0231@FRESCOYMAS.COM
C00869,NAYARA GARDENS,OTHER,
C00870,THE INN AT CELEBRATION,OTHER,
C00871,ELEVATION HOTEL (CAGI GROUP),OTHER,
C00872,BELLINI CONDO - AVENTURA,OTHER,ASSISTANT@BELLINIWILLIAMSISLAND.COM
C00873,JULA'S ON THE POTOMAC,OTHER,JULA@JULASOTP.COM
C00874,ICON PARKING (DO NOT USE),OTHER,MPVANEGAS10@GMAIL.COM
C00875,PENN WELLS HOTEL,OTHER,
C00876,CARIBBEAN CONDOMINIUM,OTHER,SCOTT@CARIBBEANCONDO.ORG
C00877,SPATARO NAPOLI CORP,OTHER,
C00878,WESTGATE RESORTS,OTHER,SUPPLIER.REGISTRATIONS@WESTGATERESORTS.COM
C00879,AVANTI INTERNATIONAL RESORT,OTHER,
C00880,NED'S CLUB,OTHER,IVO.RODRIGUES@NEDSCLUB.COM
C00881,BACKPACK TECHNOLOGIES LTD,OTHER,CLAIRE.J@BACKPACK.APP
C00882,BLACKIE'S,OTHER,JEANINE@EATATBLACKIES.COM
C00883,FRANCISCO GONZALEZ,OTHER,
C00884,FOUR SEASON BORA BORA,FOUR SEASONS,THIERRY.QUEMENER@FOURSEASONS.COM
C00885,TOURIST OFFICE OF SPAIN,OTHER,maria.valor@tourspain.es
C00886,ULYSSES GARCIA,OTHER,UGARCIA@JAUNIFORMS.COM
C00887,HILTON - TAHITI,HILTON,thomas.rambaldi@lwane.com
C00888,FOUNDERS 3 MANAGEMENT COMPANY,OTHER,LMEEHAN@F3MARINA.COM
C00889,KIMPTON SURFCOMBER HOTEL,IHG,DIANA.DUM@IHG.COM
C00890,SOCO HOTEL,OTHER,
C00891,MARRIOTT HUTCHINSON ISLAND BEACH RESORT,MARRIOTT,CHRISTOPHER.FISCHER@CONCORDHOTELS.COM
C00892,C.A.P. ENGINEERING,OTHER,SFALLA@CAPENGFLA.COM
C00893,EMERALD QUEEN HOTEL & CASINO,OTHER,BRIJIDA_DUPLANTIER@EMERALDQUEEN.COM
C00894,PROPEL AVIATION SALES & SERVICES LLC,OTHER,ACOSTELLO@PROPELAVIATION.COM
C00895,UNELIVE ENTERTAINMENT,OTHER,RAFAEL.URBINA@UNELIVEENTERTAINMENT.COM
C00896,PARAMOUNT HOTEL - PORTLAND,OTHER,WHOBBS@PORTLANDPARAMOUNT.COM
C00897,BRICKELL KEY,KW PROPERTIES,
